,time,customer_id,location,delta
5623,13:26:00,749,dairy,2
5624,13:26:00,755,spices,1
5625,13:26:00,756,checkout,1
5626,13:26:00,764,spices,1
5627,13:26:00,768,spices,1
5628,13:26:00,771,dairy,1
5629,13:26:00,773,drinks,1
5630,13:26:00,775,drinks,1
5631,13:26:00,777,fruit,4
5632,13:26:00,781,fruit,3
5633,13:26:00,782,checkout,2
5634,13:26:00,783,drinks,5
5635,13:26:00,784,drinks,1
5636,13:27:00,749,dairy,1
5637,13:27:00,755,checkout,1
5638,13:27:00,764,fruit,1
5639,13:27:00,768,drinks,1
5640,13:27:00,771,spices,2
5641,13:27:00,773,checkout,1
5642,13:27:00,775,checkout,1
5643,13:27:00,777,fruit,3
5644,13:27:00,781,fruit,2
5645,13:27:00,783,drinks,4
5646,13:27:00,784,spices,1
5647,13:27:00,785,dairy,7
5648,13:27:00,786,spices,1
5649,13:28:00,749,drinks,1
5650,13:28:00,764,checkout,1
5651,13:28:00,768,spices,1
5652,13:28:00,771,spices,1
5653,13:28:00,777,fruit,2
5654,13:28:00,781,fruit,1
5655,13:28:00,783,drinks,3
5656,13:28:00,784,dairy,1
5657,13:28:00,785,dairy,6
5658,13:28:00,786,dairy,1
5659,13:28:00,787,dairy,1
5660,13:28:00,788,dairy,1
5661,13:28:00,789,spices,1
5662,13:28:00,790,drinks,2
5663,13:29:00,749,checkout,2
5664,13:29:00,768,dairy,1
5665,13:29:00,771,drinks,5
5666,13:29:00,777,fruit,1
5667,13:29:00,781,checkout,1
5668,13:29:00,783,drinks,2
5669,13:29:00,784,checkout,1
5670,13:29:00,785,dairy,5
5671,13:29:00,786,spices,7
5672,13:29:00,787,fruit,1
5673,13:29:00,788,drinks,1
5674,13:29:00,789,checkout,1
5675,13:29:00,790,drinks,1
5676,13:29:00,791,dairy,2
5677,13:29:00,792,dairy,2
5678,13:30:00,768,spices,5
5679,13:30:00,771,drinks,4
5680,13:30:00,777,checkout,3
5681,13:30:00,783,drinks,1
5682,13:30:00,785,dairy,4
5683,13:30:00,786,spices,6
5684,13:30:00,787,checkout,9
5685,13:30:00,788,spices,4
5686,13:30:00,790,checkout,3
5687,13:30:00,791,dairy,1
5688,13:30:00,792,dairy,1
5689,13:30:00,793,fruit,2
5690,13:30:00,794,fruit,3
5691,13:30:00,795,dairy,2
5692,13:30:00,796,fruit,1
5693,13:30:00,797,fruit,1
5694,13:31:00,768,spices,4
5695,13:31:00,771,drinks,3
5696,13:31:00,783,spices,8
5697,13:31:00,785,dairy,3
5698,13:31:00,786,spices,5
5699,13:31:00,788,spices,3
5700,13:31:00,791,fruit,1
5701,13:31:00,792,fruit,5
5702,13:31:00,793,fruit,1
5703,13:31:00,794,fruit,2
5704,13:31:00,795,dairy,1
5705,13:31:00,796,drinks,1
5706,13:31:00,797,checkout,2
5707,13:31:00,798,dairy,6
5708,13:31:00,799,fruit,2
5709,13:31:00,800,fruit,2
5710,13:32:00,768,spices,3
5711,13:32:00,771,drinks,2
5712,13:32:00,783,spices,7
5713,13:32:00,785,dairy,2
5714,13:32:00,786,spices,4
5715,13:32:00,788,spices,2
5716,13:32:00,791,dairy,1
5717,13:32:00,792,fruit,4
5718,13:32:00,793,spices,2
5719,13:32:00,794,fruit,1
5720,13:32:00,795,spices,2
5721,13:32:00,796,spices,1
5722,13:32:00,798,dairy,5
5723,13:32:00,799,fruit,1
5724,13:32:00,800,fruit,1
5725,13:32:00,801,drinks,2
5726,13:32:00,802,fruit,1
5727,13:33:00,768,spices,2
5728,13:33:00,771,drinks,1
5729,13:33:00,783,spices,6
5730,13:33:00,785,dairy,1
5731,13:33:00,786,spices,3
5732,13:33:00,788,spices,1
5733,13:33:00,791,checkout,4
5734,13:33:00,792,fruit,3
5735,13:33:00,793,spices,1
5736,13:33:00,794,checkout,1
5737,13:33:00,795,spices,1
5738,13:33:00,796,dairy,2
5739,13:33:00,798,dairy,4
5740,13:33:00,799,checkout,3
5741,13:33:00,800,checkout,2
5742,13:33:00,801,drinks,1
5743,13:33:00,802,drinks,1
5744,13:33:00,803,drinks,1
5745,13:34:00,768,spices,1
5746,13:34:00,771,spices,1
5747,13:34:00,783,spices,5
5748,13:34:00,785,drinks,5
5749,13:34:00,786,spices,2
5750,13:34:00,788,dairy,1
5751,13:34:00,792,fruit,2
5752,13:34:00,793,drinks,1
5753,13:34:00,795,dairy,3
5754,13:34:00,796,dairy,1
5755,13:34:00,798,dairy,3
5756,13:34:00,801,checkout,1
5757,13:34:00,802,checkout,2
5758,13:34:00,803,checkout,3
5759,13:34:00,804,spices,1
5760,13:35:00,768,fruit,1
5761,13:35:00,771,drinks,2
5762,13:35:00,783,spices,4
5763,13:35:00,785,drinks,4
5764,13:35:00,786,spices,1
5765,13:35:00,788,fruit,1
5766,13:35:00,792,fruit,1
5767,13:35:00,793,checkout,2
5768,13:35:00,795,dairy,2
5769,13:35:00,796,drinks,1
5770,13:35:00,798,dairy,2
5771,13:35:00,804,dairy,1
5772,13:35:00,805,drinks,2
5773,13:35:00,806,fruit,4
5774,13:35:00,807,fruit,2
5775,13:35:00,808,fruit,6
5776,13:36:00,768,checkout,1
5777,13:36:00,771,drinks,1
5778,13:36:00,783,spices,3
5779,13:36:00,785,drinks,3
5780,13:36:00,786,checkout,1
5781,13:36:00,788,checkout,4
5782,13:36:00,792,checkout,1
5783,13:36:00,795,dairy,1
5784,13:36:00,796,fruit,1
5785,13:36:00,798,dairy,1
5786,13:36:00,804,drinks,9
5787,13:36:00,805,drinks,1
5788,13:36:00,806,fruit,3
5789,13:36:00,807,fruit,1
5790,13:36:00,808,fruit,5
5791,13:36:00,809,spices,2
5792,13:36:00,810,drinks,2
5793,13:36:00,811,drinks,1
5794,13:37:00,771,checkout,1
5795,13:37:00,783,spices,2
5796,13:37:00,785,drinks,2
5797,13:37:00,795,spices,1
5798,13:37:00,796,dairy,2
5799,13:37:00,798,spices,1
5800,13:37:00,804,drinks,8
5801,13:37:00,805,spices,1
5802,13:37:00,806,fruit,2
5803,13:37:00,807,dairy,1
5804,13:37:00,808,fruit,4
5805,13:37:00,809,spices,1
5806,13:37:00,810,drinks,1
5807,13:37:00,811,spices,1
5808,13:37:00,812,fruit,1
5809,13:38:00,783,spices,1
5810,13:38:00,785,drinks,1
5811,13:38:00,795,drinks,1
5812,13:38:00,796,dairy,1
5813,13:38:00,798,dairy,2
5814,13:38:00,804,drinks,7
5815,13:38:00,805,dairy,1
5816,13:38:00,806,fruit,1
5817,13:38:00,807,checkout,2
5818,13:38:00,808,fruit,3
5819,13:38:00,809,dairy,1
5820,13:38:00,810,checkout,3
5821,13:38:00,811,fruit,2
5822,13:38:00,812,checkout,1
5823,13:38:00,813,fruit,1
5824,13:38:00,814,spices,2
5825,13:39:00,783,dairy,1
5826,13:39:00,785,fruit,1
5827,13:39:00,795,checkout,1
5828,13:39:00,796,drinks,3
5829,13:39:00,798,dairy,1
5830,13:39:00,804,drinks,6
5831,13:39:00,805,fruit,1
5832,13:39:00,806,checkout,1
5833,13:39:00,808,fruit,2
5834,13:39:00,809,checkout,8
5835,13:39:00,811,fruit,1
5836,13:39:00,813,drinks,6
5837,13:39:00,814,spices,1
5838,13:39:00,815,fruit,2
5839,13:39:00,816,fruit,3
5840,13:40:00,783,checkout,2
5841,13:40:00,785,drinks,1
5842,13:40:00,796,drinks,2
5843,13:40:00,798,checkout,9
5844,13:40:00,804,drinks,5
5845,13:40:00,805,dairy,4
5846,13:40:00,808,fruit,1
5847,13:40:00,811,checkout,5
5848,13:40:00,813,drinks,5
5849,13:40:00,814,dairy,1
5850,13:40:00,815,fruit,1
5851,13:40:00,816,fruit,2
5852,13:40:00,817,drinks,5
5853,13:40:00,818,dairy,2
5854,13:41:00,785,checkout,3
5855,13:41:00,796,drinks,1
5856,13:41:00,804,drinks,4
5857,13:41:00,805,dairy,3
5858,13:41:00,808,dairy,2
5859,13:41:00,813,drinks,4
5860,13:41:00,814,spices,7
5861,13:41:00,815,checkout,1
5862,13:41:00,816,fruit,1
5863,13:41:00,817,drinks,4
5864,13:41:00,818,dairy,1
5865,13:41:00,819,fruit,1
5866,13:41:00,820,fruit,4
5867,13:41:00,821,spices,1
5868,13:41:00,822,fruit,4
5869,13:42:00,796,checkout,7
5870,13:42:00,804,drinks,3
5871,13:42:00,805,dairy,2
5872,13:42:00,808,dairy,1
5873,13:42:00,813,drinks,3
5874,13:42:00,814,spices,6
5875,13:42:00,816,drinks,1
5876,13:42:00,817,drinks,3
5877,13:42:00,818,fruit,3
5878,13:42:00,819,checkout,1
5879,13:42:00,820,fruit,3
5880,13:42:00,821,dairy,1
5881,13:42:00,822,fruit,3
5882,13:42:00,823,dairy,1
5883,13:42:00,824,dairy,1
5884,13:43:00,804,drinks,2
5885,13:43:00,805,dairy,1
5886,13:43:00,808,spices,9
5887,13:43:00,813,drinks,2
5888,13:43:00,814,spices,5
5889,13:43:00,816,checkout,3
5890,13:43:00,817,drinks,2
5891,13:43:00,818,fruit,2
5892,13:43:00,820,fruit,2
5893,13:43:00,821,drinks,15
5894,13:43:00,822,fruit,2
5895,13:43:00,823,fruit,1
5896,13:43:00,824,drinks,5
5897,13:44:00,804,drinks,1
5898,13:44:00,805,fruit,7
5899,13:44:00,808,spices,8
5900,13:44:00,813,drinks,1
5901,13:44:00,814,spices,4
5902,13:44:00,817,drinks,1
5903,13:44:00,818,fruit,1
5904,13:44:00,820,fruit,1
5905,13:44:00,821,drinks,14
5906,13:44:00,822,fruit,1
5907,13:44:00,823,checkout,1
5908,13:44:00,824,drinks,4
5909,13:45:00,804,spices,1
5910,13:45:00,805,fruit,6
5911,13:45:00,808,spices,7
5912,13:45:00,813,checkout,2
5913,13:45:00,814,spices,3
5914,13:45:00,817,fruit,2
5915,13:45:00,818,checkout,2
5916,13:45:00,820,checkout,1
5917,13:45:00,821,drinks,13
5918,13:45:00,822,checkout,1
5919,13:45:00,824,drinks,3
5920,13:45:00,825,fruit,1
5921,13:46:00,804,dairy,1
5922,13:46:00,805,fruit,5
5923,13:46:00,808,spices,6
5924,13:46:00,814,spices,2
5925,13:46:00,817,fruit,1
5926,13:46:00,821,drinks,12
5927,13:46:00,824,drinks,2
5928,13:46:00,825,dairy,3
5929,13:46:00,826,drinks,4
5930,13:47:00,804,fruit,3
5931,13:47:00,805,fruit,4
5932,13:47:00,808,spices,5
5933,13:47:00,814,spices,1
5934,13:47:00,817,drinks,1
5935,13:47:00,821,drinks,11
5936,13:47:00,824,drinks,1
5937,13:47:00,825,dairy,2
5938,13:47:00,826,drinks,3
5939,13:47:00,827,fruit,3
5940,13:48:00,804,fruit,2
5941,13:48:00,805,fruit,3
5942,13:48:00,808,spices,4
5943,13:48:00,814,drinks,2
5944,13:48:00,817,checkout,3
5945,13:48:00,821,drinks,10
5946,13:48:00,824,checkout,2
5947,13:48:00,825,dairy,1
5948,13:48:00,826,drinks,2
5949,13:48:00,827,fruit,2
5950,13:48:00,828,drinks,5
5951,13:48:00,829,spices,1
5952,13:48:00,830,dairy,1
5953,13:48:00,831,drinks,1
5954,13:48:00,832,fruit,1
5955,13:49:00,804,fruit,1
5956,13:49:00,805,fruit,2
5957,13:49:00,808,spices,3
5958,13:49:00,814,drinks,1
5959,13:49:00,821,drinks,9
5960,13:49:00,825,drinks,2
5961,13:49:00,826,drinks,1
5962,13:49:00,827,fruit,1
5963,13:49:00,828,drinks,4
5964,13:49:00,829,dairy,1
5965,13:49:00,830,checkout,2
5966,13:49:00,831,fruit,10
5967,13:49:00,832,spices,1
5968,13:49:00,833,spices,2
5969,13:49:00,834,fruit,1
5970,13:49:00,835,dairy,2
5971,13:50:00,804,dairy,3
5972,13:50:00,805,fruit,1
5973,13:50:00,808,spices,2
5974,13:50:00,814,checkout,2
5975,13:50:00,821,drinks,8
5976,13:50:00,825,drinks,1
5977,13:50:00,826,fruit,1
5978,13:50:00,827,checkout,3
5979,13:50:00,828,drinks,3
5980,13:50:00,829,drinks,2
5981,13:50:00,831,fruit,9
5982,13:50:00,832,drinks,3
5983,13:50:00,833,spices,1
5984,13:50:00,834,dairy,1
5985,13:50:00,835,dairy,1
5986,13:51:00,804,dairy,2
5987,13:51:00,805,checkout,2
5988,13:51:00,808,spices,1
5989,13:51:00,821,drinks,7
5990,13:51:00,825,checkout,1
5991,13:51:00,826,spices,2
5992,13:51:00,828,drinks,2
5993,13:51:00,829,drinks,1
5994,13:51:00,831,fruit,8
5995,13:51:00,832,drinks,2
5996,13:51:00,833,checkout,1
5997,13:51:00,834,checkout,5
5998,13:51:00,835,drinks,7
5999,13:52:00,804,dairy,1
6000,13:52:00,808,dairy,1
6001,13:52:00,821,drinks,6
6002,13:52:00,826,spices,1
6003,13:52:00,828,drinks,1
6004,13:52:00,829,checkout,3
6005,13:52:00,831,fruit,7
6006,13:52:00,832,drinks,1
6007,13:52:00,835,drinks,6
6008,13:52:00,836,fruit,2
6009,13:52:00,837,dairy,8
6010,13:53:00,804,spices,5
6011,13:53:00,808,fruit,1
6012,13:53:00,821,drinks,5
6013,13:53:00,826,drinks,1
6014,13:53:00,828,checkout,2
6015,13:53:00,831,fruit,6
6016,13:53:00,832,checkout,2
6017,13:53:00,835,drinks,5
6018,13:53:00,836,fruit,1
6019,13:53:00,837,dairy,7
6020,13:53:00,838,spices,10
6021,13:53:00,839,spices,5
6022,13:53:00,840,drinks,1
6023,13:53:00,841,spices,1
6024,13:54:00,804,spices,4
6025,13:54:00,808,drinks,6
6026,13:54:00,821,drinks,4
6027,13:54:00,826,checkout,1
6028,13:54:00,831,fruit,5
6029,13:54:00,835,drinks,4
6030,13:54:00,836,checkout,1
6031,13:54:00,837,dairy,6
6032,13:54:00,838,spices,9
6033,13:54:00,839,spices,4
6034,13:54:00,840,fruit,4
6035,13:54:00,841,dairy,2
6036,13:54:00,842,fruit,1
6037,13:54:00,843,fruit,2
6038,13:55:00,804,spices,3
6039,13:55:00,808,drinks,5
6040,13:55:00,821,drinks,3
6041,13:55:00,831,fruit,4
6042,13:55:00,835,drinks,3
6043,13:55:00,837,dairy,5
6044,13:55:00,838,spices,8
6045,13:55:00,839,spices,3
6046,13:55:00,840,fruit,3
6047,13:55:00,841,dairy,1
6048,13:55:00,842,dairy,3
6049,13:55:00,843,fruit,1
6050,13:55:00,844,drinks,3
6051,13:56:00,804,spices,2
6052,13:56:00,808,drinks,4
6053,13:56:00,821,drinks,2
6054,13:56:00,831,fruit,3
6055,13:56:00,835,drinks,2
6056,13:56:00,837,dairy,4
6057,13:56:00,838,spices,7
6058,13:56:00,839,spices,2
6059,13:56:00,840,fruit,2
6060,13:56:00,841,checkout,4
6061,13:56:00,842,dairy,2
6062,13:56:00,843,checkout,5
6063,13:56:00,844,drinks,2
6064,13:56:00,845,drinks,4
6065,13:56:00,846,dairy,1
6066,13:57:00,804,spices,1
6067,13:57:00,808,drinks,3
6068,13:57:00,821,drinks,1
6069,13:57:00,831,fruit,2
6070,13:57:00,835,drinks,1
6071,13:57:00,837,dairy,3
6072,13:57:00,838,spices,6
6073,13:57:00,839,spices,1
6074,13:57:00,840,fruit,1
6075,13:57:00,842,dairy,1
6076,13:57:00,844,drinks,1
6077,13:57:00,845,drinks,3
6078,13:57:00,846,checkout,3
6079,13:57:00,847,fruit,1
6080,13:57:00,848,drinks,7
6081,13:57:00,849,fruit,3
6082,13:57:00,850,dairy,6
6083,13:58:00,804,checkout,1
6084,13:58:00,808,drinks,2
6085,13:58:00,821,checkout,2
6086,13:58:00,831,fruit,1
6087,13:58:00,835,fruit,1
6088,13:58:00,837,dairy,2
6089,13:58:00,838,spices,5
6090,13:58:00,839,dairy,1
6091,13:58:00,840,checkout,1
6092,13:58:00,842,spices,1
6093,13:58:00,844,dairy,1
6094,13:58:00,845,drinks,2
6095,13:58:00,847,dairy,2
6096,13:58:00,848,drinks,6
6097,13:58:00,849,fruit,2
6098,13:58:00,850,dairy,5
6099,13:58:00,851,fruit,1
6100,13:59:00,808,drinks,1
6101,13:59:00,831,checkout,2
6102,13:59:00,835,drinks,4
6103,13:59:00,837,dairy,1
6104,13:59:00,838,spices,4
6105,13:59:00,839,drinks,11
6106,13:59:00,842,drinks,2
6107,13:59:00,844,fruit,7
6108,13:59:00,845,drinks,1
6109,13:59:00,847,dairy,1
6110,13:59:00,848,drinks,5
6111,13:59:00,849,fruit,1
6112,13:59:00,850,dairy,4
6113,13:59:00,851,dairy,6
6114,13:59:00,852,fruit,1
6115,13:59:00,853,fruit,1
6116,14:00:00,808,dairy,3
6117,14:00:00,835,drinks,3
6118,14:00:00,837,drinks,5
6119,14:00:00,838,spices,3
6120,14:00:00,839,drinks,10
6121,14:00:00,842,drinks,1
6122,14:00:00,844,fruit,6
6123,14:00:00,845,checkout,6
6124,14:00:00,847,drinks,2
6125,14:00:00,848,drinks,4
6126,14:00:00,849,drinks,1
6127,14:00:00,850,dairy,3
6128,14:00:00,851,dairy,5
6129,14:00:00,852,dairy,4
6130,14:00:00,853,checkout,1
6131,14:01:00,808,dairy,2
6132,14:01:00,835,drinks,2
6133,14:01:00,837,drinks,4
6134,14:01:00,838,spices,2
6135,14:01:00,839,drinks,9
6136,14:01:00,842,checkout,1
6137,14:01:00,844,fruit,5
6138,14:01:00,847,drinks,1
6139,14:01:00,848,drinks,3
6140,14:01:00,849,spices,5
6141,14:01:00,850,dairy,2
6142,14:01:00,851,dairy,4
6143,14:01:00,852,dairy,3
6144,14:01:00,854,dairy,3
6145,14:01:00,855,fruit,2
6146,14:02:00,808,dairy,1
6147,14:02:00,835,drinks,1
6148,14:02:00,837,drinks,3
6149,14:02:00,838,spices,1
6150,14:02:00,839,drinks,8
6151,14:02:00,844,fruit,4
6152,14:02:00,847,spices,1
6153,14:02:00,848,drinks,2
6154,14:02:00,849,spices,4
6155,14:02:00,850,dairy,1
6156,14:02:00,851,dairy,3
6157,14:02:00,852,dairy,2
6158,14:02:00,854,dairy,2
6159,14:02:00,855,fruit,1
6160,14:02:00,856,dairy,13
6161,14:03:00,808,drinks,10
6162,14:03:00,835,spices,1
6163,14:03:00,837,drinks,2
6164,14:03:00,838,dairy,3
6165,14:03:00,839,drinks,7
6166,14:03:00,844,fruit,3
6167,14:03:00,847,dairy,2
6168,14:03:00,848,drinks,1
6169,14:03:00,849,spices,3
6170,14:03:00,850,fruit,15
6171,14:03:00,851,dairy,2
6172,14:03:00,852,dairy,1
6173,14:03:00,854,dairy,1
6174,14:03:00,855,checkout,10
6175,14:03:00,856,dairy,12
6176,14:03:00,857,drinks,5
6177,14:04:00,808,drinks,9
6178,14:04:00,835,dairy,1
6179,14:04:00,837,drinks,1
6180,14:04:00,838,dairy,2
6181,14:04:00,839,drinks,6
6182,14:04:00,844,fruit,2
6183,14:04:00,847,dairy,1
6184,14:04:00,848,fruit,3
6185,14:04:00,849,spices,2
6186,14:04:00,850,fruit,14
6187,14:04:00,851,dairy,1
6188,14:04:00,852,fruit,3
6189,14:04:00,854,fruit,4
6190,14:04:00,856,dairy,11
6191,14:04:00,857,drinks,4
6192,14:04:00,858,dairy,1
6193,14:04:00,859,dairy,12
6194,14:04:00,860,fruit,1
6195,14:05:00,808,drinks,8
6196,14:05:00,835,fruit,1
6197,14:05:00,837,fruit,8
6198,14:05:00,838,dairy,1
6199,14:05:00,839,drinks,5
6200,14:05:00,844,fruit,1
6201,14:05:00,847,fruit,1
6202,14:05:00,848,fruit,2
6203,14:05:00,849,spices,1
6204,14:05:00,850,fruit,13
6205,14:05:00,851,drinks,1
6206,14:05:00,852,fruit,2
6207,14:05:00,854,fruit,3
6208,14:05:00,856,dairy,10
6209,14:05:00,857,drinks,3
6210,14:05:00,858,fruit,1
6211,14:05:00,859,dairy,11
6212,14:05:00,860,dairy,1
6213,14:05:00,861,dairy,1
6214,14:06:00,808,drinks,7
6215,14:06:00,835,drinks,2
6216,14:06:00,837,fruit,7
6217,14:06:00,838,drinks,1
6218,14:06:00,839,drinks,4
6219,14:06:00,844,checkout,1
6220,14:06:00,847,dairy,1
6221,14:06:00,848,fruit,1
6222,14:06:00,849,drinks,5
6223,14:06:00,850,fruit,12
6224,14:06:00,851,fruit,1
6225,14:06:00,852,fruit,1
6226,14:06:00,854,fruit,2
6227,14:06:00,856,dairy,9
6228,14:06:00,857,drinks,2
6229,14:06:00,858,checkout,1
6230,14:06:00,859,dairy,10
6231,14:06:00,860,checkout,2
6232,14:06:00,861,drinks,2
6233,14:06:00,862,dairy,7
6234,14:06:00,863,dairy,5
6235,14:06:00,864,dairy,4
6236,14:06:00,865,spices,1
6237,14:06:00,866,fruit,3
6238,14:07:00,808,drinks,6
6239,14:07:00,835,drinks,1
6240,14:07:00,837,fruit,6
6241,14:07:00,838,checkout,4
6242,14:07:00,839,drinks,3
6243,14:07:00,847,fruit,2
6244,14:07:00,848,checkout,3
6245,14:07:00,849,drinks,4
6246,14:07:00,850,fruit,11
6247,14:07:00,851,checkout,1
6248,14:07:00,852,drinks,3
6249,14:07:00,854,fruit,1
6250,14:07:00,856,dairy,8
6251,14:07:00,857,drinks,1
6252,14:07:00,859,dairy,9
6253,14:07:00,861,drinks,1
6254,14:07:00,862,dairy,6
6255,14:07:00,863,dairy,4
6256,14:07:00,864,dairy,3
6257,14:07:00,865,dairy,1
6258,14:07:00,866,fruit,2
6259,14:08:00,808,drinks,5
6260,14:08:00,835,fruit,5
6261,14:08:00,837,fruit,5
6262,14:08:00,839,drinks,2
6263,14:08:00,847,fruit,1
6264,14:08:00,849,drinks,3
6265,14:08:00,850,fruit,10
6266,14:08:00,852,drinks,2
6267,14:08:00,854,spices,5
6268,14:08:00,856,dairy,7
6269,14:08:00,857,checkout,2
6270,14:08:00,859,dairy,8
6271,14:08:00,861,fruit,1
6272,14:08:00,862,dairy,5
6273,14:08:00,863,dairy,3
6274,14:08:00,864,dairy,2
6275,14:08:00,865,drinks,3
6276,14:08:00,866,fruit,1
6277,14:08:00,867,fruit,1
6278,14:09:00,808,drinks,4
6279,14:09:00,835,fruit,4
6280,14:09:00,837,fruit,4
6281,14:09:00,839,drinks,1
6282,14:09:00,847,spices,3
6283,14:09:00,849,drinks,2
6284,14:09:00,850,fruit,9
6285,14:09:00,852,drinks,1
6286,14:09:00,854,spices,4
6287,14:09:00,856,dairy,6
6288,14:09:00,859,dairy,7
6289,14:09:00,861,drinks,2
6290,14:09:00,862,dairy,4
6291,14:09:00,863,dairy,2
6292,14:09:00,864,dairy,1
6293,14:09:00,865,drinks,2
6294,14:09:00,866,checkout,3
6295,14:09:00,867,dairy,4
6296,14:09:00,868,dairy,1
6297,14:09:00,869,dairy,1
6298,14:09:00,870,fruit,1
6299,14:10:00,808,drinks,3
6300,14:10:00,835,fruit,3
6301,14:10:00,837,fruit,3
6302,14:10:00,839,fruit,1
6303,14:10:00,847,spices,2
6304,14:10:00,849,drinks,1
6305,14:10:00,850,fruit,8
6306,14:10:00,852,checkout,2
6307,14:10:00,854,spices,3
6308,14:10:00,856,dairy,5
6309,14:10:00,859,dairy,6
6310,14:10:00,861,drinks,1
6311,14:10:00,862,dairy,3
6312,14:10:00,863,dairy,1
6313,14:10:00,864,fruit,5
6314,14:10:00,865,drinks,1
6315,14:10:00,867,dairy,3
6316,14:10:00,868,checkout,9
6317,14:10:00,869,drinks,1
6318,14:10:00,870,checkout,6
6319,14:10:00,871,dairy,2
6320,14:10:00,872,fruit,2
6321,14:10:00,873,dairy,6
6322,14:10:00,874,spices,1
6323,14:10:00,875,spices,1
6324,14:11:00,808,drinks,2
6325,14:11:00,835,fruit,2
6326,14:11:00,837,fruit,2
6327,14:11:00,839,checkout,2
6328,14:11:00,847,spices,1
6329,14:11:00,849,spices,8
6330,14:11:00,850,fruit,7
6331,14:11:00,854,spices,2
6332,14:11:00,856,dairy,4
6333,14:11:00,859,dairy,5
6334,14:11:00,861,spices,2
6335,14:11:00,862,dairy,2
6336,14:11:00,863,checkout,2
6337,14:11:00,864,fruit,4
6338,14:11:00,865,checkout,3
6339,14:11:00,867,dairy,2
6340,14:11:00,869,fruit,1
6341,14:11:00,871,dairy,1
6342,14:11:00,872,fruit,1
6343,14:11:00,873,dairy,5
6344,14:11:00,874,fruit,1
6345,14:11:00,875,fruit,1
6346,14:12:00,808,drinks,1
6347,14:12:00,835,fruit,1
6348,14:12:00,837,fruit,1
6349,14:12:00,847,dairy,1
6350,14:12:00,849,spices,7
6351,14:12:00,850,fruit,6
6352,14:12:00,854,spices,1
6353,14:12:00,856,dairy,3
6354,14:12:00,859,dairy,4
6355,14:12:00,861,spices,1
6356,14:12:00,862,dairy,1
6357,14:12:00,864,fruit,3
6358,14:12:00,867,dairy,1
6359,14:12:00,869,drinks,1
6360,14:12:00,871,spices,4
6361,14:12:00,872,drinks,2
6362,14:12:00,873,dairy,4
6363,14:12:00,874,checkout,1
6364,14:12:00,875,checkout,1
6365,14:12:00,876,spices,3
6366,14:12:00,877,fruit,4
6367,14:13:00,808,checkout,2
6368,14:13:00,835,drinks,6
6369,14:13:00,837,checkout,1
6370,14:13:00,847,fruit,2
6371,14:13:00,849,spices,6
6372,14:13:00,850,fruit,5
6373,14:13:00,854,fruit,1
6374,14:13:00,856,dairy,2
6375,14:13:00,859,dairy,3
6376,14:13:00,861,checkout,1
6377,14:13:00,862,fruit,1
6378,14:13:00,864,fruit,2
6379,14:13:00,867,fruit,4
6380,14:13:00,869,checkout,1
6381,14:13:00,871,spices,3
6382,14:13:00,872,drinks,1
6383,14:13:00,873,dairy,3
6384,14:13:00,876,spices,2
6385,14:13:00,877,fruit,3
6386,14:13:00,878,dairy,1
6387,14:14:00,835,drinks,5
6388,14:14:00,847,fruit,1
6389,14:14:00,849,spices,5
6390,14:14:00,850,fruit,4
6391,14:14:00,854,checkout,2
6392,14:14:00,856,dairy,1
6393,14:14:00,859,dairy,2
6394,14:14:00,862,dairy,1
6395,14:14:00,864,fruit,1
6396,14:14:00,867,fruit,3
6397,14:14:00,871,spices,2
6398,14:14:00,872,spices,4
6399,14:14:00,873,dairy,2
6400,14:14:00,876,spices,1
6401,14:14:00,877,fruit,2
6402,14:14:00,878,spices,1
6403,14:14:00,879,spices,1
6404,14:14:00,880,dairy,2
6405,14:14:00,881,spices,1
6406,14:14:00,882,drinks,2
6407,14:14:00,883,fruit,2
6408,14:15:00,835,drinks,4
6409,14:15:00,847,checkout,3
6410,14:15:00,849,spices,4
6411,14:15:00,850,fruit,3
6412,14:15:00,856,fruit,4
6413,14:15:00,859,dairy,1
6414,14:15:00,862,fruit,2
6415,14:15:00,864,dairy,3
6416,14:15:00,867,fruit,2
6417,14:15:00,871,spices,1
6418,14:15:00,872,spices,3
6419,14:15:00,873,dairy,1
6420,14:15:00,876,fruit,1
6421,14:15:00,877,fruit,1
6422,14:15:00,878,drinks,2
6423,14:15:00,879,drinks,1
6424,14:15:00,880,dairy,1
6425,14:15:00,881,dairy,1
6426,14:15:00,882,drinks,1
6427,14:15:00,883,fruit,1
6428,14:15:00,884,spices,2
6429,14:16:00,835,drinks,3
6430,14:16:00,849,spices,3
6431,14:16:00,850,fruit,2
6432,14:16:00,856,fruit,3
6433,14:16:00,859,drinks,2
6434,14:16:00,862,fruit,1
6435,14:16:00,864,dairy,2
6436,14:16:00,867,fruit,1
6437,14:16:00,871,dairy,2
6438,14:16:00,872,spices,2
6439,14:16:00,873,fruit,2
6440,14:16:00,876,checkout,1
6441,14:16:00,877,checkout,1
6442,14:16:00,878,drinks,1
6443,14:16:00,879,spices,3
6444,14:16:00,880,spices,14
6445,14:16:00,881,fruit,10
6446,14:16:00,882,spices,1
6447,14:16:00,883,checkout,3
6448,14:16:00,884,spices,1
6449,14:16:00,885,dairy,3
6450,14:16:00,886,drinks,2
6451,14:16:00,887,spices,1
6452,14:16:00,888,spices,1
6453,14:17:00,835,drinks,2
